strain,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
47f67b5b,0.6263236509246408,-3.1535149957441315,0.19209699302393343,-1.3880668259179267,-1.1208913596226688,1.073477965391067,-0.3349874582811264,-0.7989764644090339,0.45757318551645493,0.13177929965597268
321da31b,0.6257203998474191,-3.1519685005437528,0.1934085993454042,-1.3878194871824425,-1.1224180526126428,1.0788088257344373,-0.33216933157287115,-0.791962758338201,0.4562924852695002,0.1285497058081039
3e25d45f,0.6258074370257712,-3.151535834810622,0.1914020436073041,-1.388706647562987,-1.123098503897746,1.0794634141676562,-0.33446564492894965,-0.7926204606619003,0.4582130784046333,0.1295669034617995
36e8f066,0.626109549421827,-3.151172465039312,0.19493952485916535,-1.385672848050633,-1.1223003518137828,1.07669699950955,-0.33327548108027205,-0.7938897681162244,0.45840875108638307,0.13076520192854027
2c04522a,0.6241177356542016,-3.1518064572498243,0.19001887131375617,-1.382629824799745,-1.1146863318600586,1.0820786901529522,-0.3301797620561127,-0.8036088029786219,0.45969163782026634,0.12559861524799926
4d529ca4,0.6255348187976013,-3.1515904475882226,0.19223295441957686,-1.3877865155076483,-1.1213609372037432,1.0764680366442283,-0.33332225795218395,-0.794336499468328,0.45656957635776374,0.1291176209755489
5d26c376,0.6259930132067927,-3.1505125030887293,0.19285484322040675,-1.3856461833272233,-1.1184304675835055,1.078636477059841,-0.3336552385452312,-0.798232943828266,0.4551130786499603,0.1209999832886419
116e1bcb,0.6256741919735108,-3.1516862186021695,0.1924464396060049,-1.3888820123660182,-1.1184817219607255,1.0764261341801367,-0.3323656104237498,-0.7970066050096661,0.4542757062099445,0.1315041358720565
10334cf3,0.6255670748111396,-3.1518692345830215,0.19093558645090014,-1.3862247879656753,-1.121440421222964,1.0755792724984465,-0.33158457555728055,-0.7907925409634321,0.45133504382641565,0.1283344239689036
2f35a7e7,0.6251954967921619,-3.151760497353092,0.19240426665528707,-1.3886995709616043,-1.1218726208911154,1.0765029116129978,-0.33767023044428507,-0.7960757062712247,0.4561529886077019,0.13031311941037674
7c00f1f7,0.6265984038969697,-3.1503382566058766,0.18940168267195295,-1.3872265611485326,-1.1207755698983415,1.076625573351329,-0.33270360002840826,-0.7963951596994169,0.4519804905461749,0.12971685082072795
1361fd44,0.6256096442391545,-3.150753642345696,0.19168583162358505,-1.3871873498097738,-1.1205706929478496,1.077325256923548,-0.3343690327153646,-0.7931055835839184,0.45879801739904713,0.1296319214412471
2a750ef1,0.6247369379885774,-3.1527178935878406,0.19123657847032893,-1.384993932397824,-1.1160974917360877,1.0801082121669423,-0.3295435483060926,-0.7981085170379033,0.46268167848197506,0.13398817257530038
1ba2d809,0.6255406005562706,-3.150925015985114,0.1927109095199587,-1.3880682364785537,-1.119434723071495,1.076914590566458,-0.3361275715909286,-0.7920187678563083,0.4600926854407734,0.12555940005093588
7313bbcf,0.6258651516388859,-3.1533352897700135,0.1924730175844411,-1.3858577068789772,-1.1235411726997002,1.0741398686116863,-0.3350743178304959,-0.7962246929074486,0.46113759019659734,0.12950430144172348
5d2372b9,0.6256185299279663,-3.1520029166799812,0.19097708051445178,-1.3865308224220023,-1.1220362715013932,1.075170174230301,-0.3330937228579766,-0.793440347482044,0.45350064849316896,0.12825882536599448
7d8a4791,0.6784850131753587,-3.1294445406475697,0.6210261540339825,-1.1047767451429629,-1.2660322719330719,1.1281404903419572,-0.33285566708957853,-0.9448143389309472,0.27924114653218235,0.173992539024677
60fd5b63,0.6784421932036725,-3.1292373755484615,0.6206628391616927,-1.1034111488241787,-1.2641291832989285,1.1278533879394088,-0.3359928453196157,-0.9419103345848769,0.274930993751696,0.17566284990598852
5e7ad98e,0.29227723481849177,-2.755965976764513,0.22939629290890862,-1.3396129083823,-0.8776662165616572,1.337111060020857,-0.3330720479246949,-1.099089341314777,0.7227077394764058,0.22786558676498347
5bf103ad,1.6708733193548633,-1.7708022852259475,-0.18033617196788868,-2.2427125094514553,0.6249823949199483,0.6724965121930608,-0.23462236388118043,-1.386404339475358,0.1444053672150305,0.6410082323271774
6c6058f8,2.00408781674684,-2.1655801575792046,-0.21760364262675874,-2.2899010072754815,0.3823828568460786,0.4104753236389432,-0.2341540739617693,-1.0794390472706965,-0.12317192916932306,0.5417260201504159
2d42fcd1,2.0056332453620307,-2.175436337003405,-0.21984423569980466,-2.3155778810350442,0.3899528087983586,0.42202951577178155,-0.24500884312129284,-1.135841201679497,-0.12552725883092775,0.5705205793662662
43fd1329,2.0041146595111954,-2.16555599231169,-0.21856510179278457,-2.290651124766611,0.3835644763234159,0.41271738633807414,-0.23541264352678978,-1.084736033389724,-0.12310321722536577,0.5386152584667988
7ae2ffed,2.004963284068664,-2.166087498646928,-0.21915129206339665,-2.293313974347716,0.38310279346616705,0.4115196779382647,-0.23530168199187806,-1.0869837259834987,-0.12677357875227904,0.5460480601402992
b8f8983,2.0044096530170985,-2.1668073194930324,-0.21875054996313534,-2.291105818704266,0.38120285347539595,0.4098558671141021,-0.23617407505843893,-1.0845630239231627,-0.12230637370414038,0.5439396465521427
f18d260,2.0054650043735265,-2.166952758716825,-0.21429554056371528,-2.2937873750132867,0.3873626850916242,0.40792139479725675,-0.23641963903280272,-1.0882414256719217,-0.12822797102559105,0.5424264420027778
87dfb5c,2.004640455719132,-2.166782659941014,-0.21717298591277867,-2.2929372867238054,0.382853921267851,0.411691095024981,-0.2351631319672048,-1.0821981106287237,-0.11870457344168321,0.5443248264092394
6e8d18e7,2.0033627076491944,-2.1681523971221828,-0.21718085989203018,-2.2915739039284415,0.3833500089148472,0.40486494466292405,-0.23717957610675797,-1.0778481188106923,-0.1310748086469743,0.5414211618593174
3685caae,2.0042258670197532,-2.1661620445674266,-0.21772158193067942,-2.291527630033728,0.3827566780637589,0.411001514910429,-0.23465994165558735,-1.082454086939596,-0.12356121949247599,0.5439898396344522
8dc4e96,1.6234004622830167,-2.0310065804629396,-0.3292209776569127,-1.9416959829322202,0.603739194225176,0.14446866953752663,-0.12422808184570269,-0.8306672703911389,-0.38544674622041003,0.4606911170690624
84363fa,2.004511875225742,-2.1658405408514123,-0.21795219000432317,-2.2906563268063764,0.38543781473339517,0.41044758491545935,-0.23309718514282993,-1.0778632492516356,-0.11702463658782077,0.5440093394930807
4c6e1ac7,2.0042258670197532,-2.1661620445674266,-0.21772158193067942,-2.291527630033728,0.3827566780637589,0.411001514910429,-0.23465994165558737,-1.082454086939596,-0.123561219492476,0.5439898396344525
4521900a,2.001960340747124,-2.1684857530703754,-0.21822500812269777,-2.2972245673699683,0.3680935704385726,0.3993112527428914,-0.21145538907048733,-1.1131605172833217,-0.10253321757547681,0.540783986811501
580fdc38,2.0042258670197532,-2.1661620445674266,-0.21772158193067942,-2.291527630033728,0.3827566780637589,0.411001514910429,-0.23465994165558735,-1.082454086939596,-0.12356121949247599,0.5439898396344524
1ac9689b,2.004412211028627,-2.1655814304434466,-0.21959640876989087,-2.289279672411786,0.38304171020998323,0.41173098442922756,-0.2329038889058724,-1.0819240579131033,-0.12368603615826587,0.5447647135242464
7a3feefd,2.0038176700004082,-2.1654045185887543,-0.2174254120923689,-2.2922974057593066,0.38192889387430584,0.4104798260269125,-0.23654876422322474,-1.0809959711222952,-0.12462859801804085,0.5470078110386677
29ebe6e5,2.0163007407633544,-2.1640324749361395,-0.12528355996933585,-2.236325782588139,0.3595323986406755,0.4157857030530729,-0.22619648094470748,-1.134226622690961,-0.19666031737785344,0.5657818951055937
3fa9cc00,2.0045053510632114,-2.165275696486972,-0.21549167895744265,-2.287723298613306,0.38459655101807155,0.4197139937920455,-0.23537635677919028,-1.0888369152745367,-0.12380737344332576,0.5512635629440907
11c21665,2.0045800942401995,-2.1658217537569966,-0.21720320450571728,-2.292141392841901,0.38382661995088413,0.41030940224053014,-0.2353934382387692,-1.0798815221063522,-0.11959692651306576,0.540409053671253
5b6597d4,2.0043693950488684,-2.1674090023920445,-0.2165524574856663,-2.290636364986824,0.38461517167510106,0.4091856647070333,-0.23439554923575423,-1.0856051809253775,-0.1257266030642756,0.5453793323431695
4bc75f83,2.0034520313332758,-2.1649650323283085,-0.2173913933942655,-2.292158421265478,0.382662824919777,0.411614889077182,-0.2395792885661857,-1.0811587558523135,-0.12451473360030844,0.5436967861917743
17c5f466,2.004837076361304,-2.166144500669538,-0.21402261682897597,-2.2890718273591104,0.38232435108651897,0.4113269120625068,-0.2337050385606521,-1.0791670881893922,-0.12274944342650956,0.5424751736899697
699c6ed4,2.005070867086911,-2.16517645616796,-0.22016621248980667,-2.29348104518531,0.380736956754703,0.41536981641714876,-0.229021669514903,-1.0843854682963714,-0.1300233462860949,0.5368327548087808
34bc2112,2.0041024393561435,-2.163919909600372,-0.22101147937616464,-2.289067550734974,0.3825337026534426,0.4131838447866587,-0.23581100564344123,-1.0847490894962217,-0.12740966553242514,0.542361721224563
285c364d,2.004711259440661,-2.1637929403347216,-0.22038958945698195,-2.2914392730551842,0.37862178543982594,0.410027795479306,-0.23002579153476424,-1.0867617040211561,-0.12693843837838992,0.5404883002866729
3ec00cce,2.0040301861029057,-2.166801696484039,-0.21821684126400104,-2.290353869156302,0.38323233984215016,0.40992666332182914,-0.23300462788694543,-1.0787400041140784,-0.127077092748552,0.5435261138977278
a61485,2.0040659672122545,-2.1685935971748798,-0.21856485467340633,-2.2907803628899543,0.3805714945610048,0.4069067192583207,-0.23782717781806592,-1.085219169576719,-0.12033186930623463,0.5433431580988637
586e9d04,2.00482515899794,-2.165504771766023,-0.21903426179654337,-2.2916797694454174,0.3827260122983728,0.41097843856022004,-0.2347774331739715,-1.083953154958279,-0.12638516094572322,0.5437198660099459
38c764f1,2.0036716083839186,-2.167581110994249,-0.2178532113078976,-2.292035239880816,0.38348391425523815,0.4167492030057798,-0.23561049201429293,-1.0904445714226747,-0.1189298640264769,0.5403765718749927
5fa28db6,2.00381758460465,-2.1669651496576017,-0.2175828909852327,-2.2920693732945345,0.38098689250056966,0.41078435359658716,-0.23984156005314103,-1.0846205991805402,-0.1220971451164083,0.5443330219497836
5fddd9f3,2.00459465486448,-2.165462548074547,-0.21939253561148322,-2.289374291392276,0.38363599158796013,0.41146276073053845,-0.23291457755498665,-1.0803098815543246,-0.12111705466085142,0.5459737265867162
7a62e5df,2.004265644728161,-2.168477768129668,-0.21764407324725868,-2.293929801677293,0.3793519085423669,0.4171244647509445,-0.23269946598424993,-1.0790411477830106,-0.1236586369041542,0.5439718342433194
223c2747,2.004374349077147,-2.1663895516376264,-0.22003154115496731,-2.2894867044248977,0.38254965709835087,0.40965772506100834,-0.23386018386101573,-1.0831938919421833,-0.1294344870642065,0.5434542672677682
46963d03,2.0041303644152575,-2.1670908425892077,-0.21813304784055218,-2.2909328126072332,0.38214417780869886,0.4089478899574005,-0.2356510726040979,-1.0827266067816255,-0.12324705904404155,0.5432893570184266
145007fd,2.7482086682582856,-1.5797742734023814,0.06545342260872358,-2.277653950346247,0.93184717826239,0.0394481406703996,-0.15904341452034632,-0.8653849185398989,-0.39735495965315865,0.34644554131499317
6d10f33d,2.0042258670197537,-2.1661620445674266,-0.21772158193067928,-2.291527630033728,0.38275667806375846,0.4110015149104298,-0.23465994165558715,-1.0824540869395956,-0.12356121949247591,0.5439898396344524
3998539d,2.004691552127808,-2.16594292373224,-0.21926201408460116,-2.292373304767325,0.38557142753708373,0.4124013933990548,-0.23483641950959874,-1.0861777664330403,-0.12552097533132273,0.5400173581732415
5be9ae57,2.0032350507199705,-2.1684499477098105,-0.2190526672090345,-2.2873399476448686,0.38693011550122924,0.4143866989222942,-0.2306606054361468,-1.084472746434454,-0.11380244673471276,0.5498875381592415
cc91720,2.0040798386692242,-2.1669411429359737,-0.21818839210078778,-2.2905697390552784,0.3827661730799912,0.4090600447514245,-0.23454328083587153,-1.0811267050071025,-0.12513635252626254,0.5434525445271929
a7e4990,2.004395960798636,-2.166570254950153,-0.2170776360585862,-2.2938790922326384,0.38284379982536887,0.4113148205164686,-0.23629480358364163,-1.0833253686754398,-0.12199836199671887,0.5467200482636633
2d98fa9a,2.0043413181168828,-2.167842182097195,-0.21378406185083385,-2.2954626394979263,0.37626004453973727,0.42115021331082264,-0.22439133817702447,-1.0775180057926366,-0.1283619039624725,0.5410544388046907
230ec8c2,2.004245558247579,-2.1670583881523435,-0.21758496889951115,-2.2929193674027246,0.38116468293089195,0.41557303636351905,-0.23234653176062306,-1.0782745578175155,-0.1250783349443134,0.5433964214987648
1475c247,2.0026298013999937,-2.1704725650875982,-0.21782750888340374,-2.274566576487776,0.396370259080829,0.40434575018320584,-0.22347083335363083,-1.0674647344807715,-0.11945251999848594,0.5437814952820816
2e3cbaa6,2.0039442940489374,-2.168806505048145,-0.21879343384389685,-2.29014964846128,0.38113653428232214,0.40719672389892847,-0.23590904341658123,-1.0820624945345385,-0.12320419834229415,0.5435772813296202
2842183f,2.0053237150855607,-2.1657996703053715,-0.2223227976228481,-2.2904675999629593,0.38162952141244444,0.40871207647721514,-0.23176397632519297,-1.0718489498945007,-0.07721043006502933,0.5756060697169616
40ddb2f5,2.003351628339203,-2.1658684883957866,-0.21774230841453437,-2.2935304699254293,0.3819496624988261,0.409411751338834,-0.23732808539854752,-1.0788302422582199,-0.12966175073736846,0.5520081001882704
27d1edcf,2.003780999568657,-2.1676467710235547,-0.21797512406493486,-2.2974591989098756,0.38453476983254264,0.4154449256670479,-0.23964645013439353,-1.0860005121674507,-0.12931866805420444,0.5599567263357845
2fb76ec9,2.0045171879762926,-2.167358440206972,-0.2178364582771596,-2.293829736259927,0.38496796417979545,0.4165084979671566,-0.2364724386976155,-1.0866093171799276,-0.12282884648615922,0.5496746462979296
fc3c2e3,2.0037033569721836,-2.1669028833342083,-0.21780406269952224,-2.293453350502602,0.3840922355660122,0.41556528476734067,-0.23965137775829617,-1.0897731044826833,-0.1212403472696392,0.538101759484265
523fa4ba,2.003695507849608,-2.1682728082901175,-0.21838265848692204,-2.294178468724539,0.38440978431186956,0.4144982280375631,-0.2397485846795621,-1.090813460611426,-0.12352807689071021,0.5397196347783774
1a0c4644,2.005751257494634,-2.1683493754459637,-0.21739240155931638,-2.2911061167407913,0.38434156108441553,0.4072272804976555,-0.235669727819729,-1.0873148182910977,-0.12334683437628999,0.5472534710085001
297ef092,2.005889422352571,-2.168932006517399,-0.21751022637231895,-2.2927335955444064,0.38471729715432507,0.4077493080822586,-0.236178870185389,-1.090351858011423,-0.12373666490677597,0.5495403395701705
1fa8ca1c,1.2519594034398565,-2.684390203572216,-0.4835323426672496,-2.1549716918640667,-0.17060225575378585,0.6988454118714098,-0.24562560229840397,-0.9455773259517257,0.20999527752835032,0.508030356894087
2f39832f,2.0125211380801904,-2.164310947381899,-0.21208681214463224,-2.314181089286838,0.41622605615816793,0.3882472367643396,-0.22506403403028064,-1.0717145788914848,-0.09632341865599026,0.5648041221815612
2bbcd08e,2.004333544755824,-2.1749651330383446,-0.21917766540310116,-2.320651162358899,0.3849291531117884,0.42136767691085314,-0.23788712923701189,-1.1313327228723875,-0.1318147943755805,0.57804760386383
31039d80,2.005222267138996,-2.1752533385686736,-0.21977903766235238,-2.3175684286620726,0.3892399720723146,0.4207496829208692,-0.23708160671280598,-1.141526440280287,-0.12319095149127673,0.5677907529067608
2ee31ec,2.005254946160261,-2.175422878466139,-0.21999077344501947,-2.3164940958572937,0.3908555726728104,0.42320678268304995,-0.2479889758947225,-1.1363749939201508,-0.12426337815449819,0.5742906469431904
731c3330,2.00577140209078,-2.176020872327009,-0.2199633893863655,-2.3172227432612558,0.39033403049048015,0.422570518466785,-0.24553816804227602,-1.139013797408858,-0.12592395052109212,0.5729056920485509
41d89fb0,2.0059809934985395,-2.1757711910531783,-0.2202554747878492,-2.317160652085918,0.3904020139445266,0.4224663486785164,-0.2454673157990934,-1.1377349219336397,-0.12353076174604712,0.5734448314757243
154f10dc,2.00577140209078,-2.176020872327009,-0.2199633893863655,-2.3172227432612558,0.39033403049048015,0.4225705184667852,-0.24553816804227607,-1.1390137974088583,-0.12592395052109198,0.5729056920485505
3166c482,2.00488065808246,-2.1774377923950823,-0.22345897374711832,-2.3110955068378867,0.3904486207365551,0.41765397037313645,-0.2417376106075975,-1.1241401363418548,-0.1343307712213743,0.5770390111328463
7963fcc3,2.005055756734582,-2.175231983634303,-0.21995633099443998,-2.316907041332723,0.39163484886152056,0.4241008883363288,-0.24467248749181694,-1.1424386368904835,-0.12474600705211625,0.5885514985648962
317f594d,2.0062756672550734,-2.1738036505172764,-0.22276707075103094,-2.316608751606555,0.38726079745684605,0.42303001156072706,-0.24780298143079005,-1.140194134851897,-0.13140280055749934,0.5752076140418515
69abe368,2.0123952200354513,-2.166640619563125,-0.1689034330581583,-2.2761325898581988,0.3860336247966345,0.4051249093755662,-0.23207747911289972,-1.1189700269848484,-0.18443291283382393,0.5537323911949414
176b546c,2.559044831264799,-1.5354930274805154,-0.14147633968480972,-1.3902841157287602,-0.06798229977632092,0.5168188625070224,-0.2226926962520154,-0.46968302762450664,0.9648319171546947,0.7100113520825729
6d1860f1,2.0045274547969747,-2.1660221678098335,-0.21737893164504346,-2.2922305692576552,0.3824535547436916,0.41565303142620463,-0.23199308257848672,-1.080517826724722,-0.13126380355459388,0.539186775713287
6d24e690,2.0047875712038064,-2.1657481896235264,-0.21804304142662712,-2.2923321078000454,0.38402752945053903,0.41030641331781503,-0.23446801363643655,-1.081899972349761,-0.12430807422507356,0.5424931581352426
41c58a45,2.0035070283340493,-2.1652652178859353,-0.21727225988674015,-2.2921260830262495,0.3838021993525267,0.4147955121154878,-0.23937694967044698,-1.0792821102068613,-0.12088821074851344,0.5385275510277572
1de2852c,2.003750214636511,-2.164696620839366,-0.21673787142277331,-2.294260136051603,0.38259659709907257,0.41058066264725707,-0.23602937814137578,-1.0776367147029056,-0.12572043879393438,0.5449745155657585
5dce03a9,2.003436001576687,-2.1652868309553477,-0.21710425700442498,-2.2937830087953097,0.3849325985819248,0.41190155835457093,-0.23130599641860475,-1.090328499700929,-0.12235404842665282,0.5312869516713237
6890fd56,2.004644926427832,-2.165662869837562,-0.21830485653283,-2.291401951504835,0.38288929049352477,0.41079522527682716,-0.23451138033269725,-1.0799316967034636,-0.11883671703454561,0.5450893902272558
1619aeea,2.0044438179801745,-2.165888600391189,-0.2181300448999272,-2.292346915238591,0.3824290483400611,0.4117080885515571,-0.23670230532538106,-1.0832793125372973,-0.12349186485201986,0.5442216422201221
6a0a7b28,2.0039604132418574,-2.167193215706685,-0.21877251799630484,-2.2901179647243244,0.3822000686054201,0.4114503130643022,-0.23365668402188575,-1.0788689571262147,-0.12363571689869635,0.544784467356092
5c97392e,1.9968979299745049,-2.1531868545896486,-0.2135205603400129,-2.3092628506484116,0.35109856734008615,0.3774061612099422,-0.11588442767357249,-1.1349671513167432,-0.0874793934774724,0.4613968874797356
5e2e8d4,2.004657813230718,-2.16595044984669,-0.2193474068405627,-2.290836701296911,0.38121929393302395,0.4107483673232778,-0.23551636109979548,-1.0841833572654331,-0.12395046532153228,0.54385120562246
196bba40,2.00413705749676,-2.165826405619267,-0.21853630898985235,-2.290246367102295,0.38465482326077277,0.41311728179630897,-0.23189623821361666,-1.086867825055739,-0.12039930334999352,0.5568204243779762
6fef43f,2.0040086587788717,-2.1668750029883475,-0.21797093488751115,-2.2910881834471355,0.3822829552761341,0.407439914730769,-0.23437430629365463,-1.0792313973070502,-0.12367325447368051,0.5444225932997617
7d50988e,2.004289255566789,-2.166666253697204,-0.2173122611783405,-2.293676330498512,0.3827885950099735,0.41051164211143604,-0.23391649018345093,-1.081041606685771,-0.12548430783528738,0.5450941199380078
65cc3d82,2.004627248104057,-2.166868637425933,-0.21630672581367838,-2.291973745572015,0.38287934987405375,0.40809484380145084,-0.23771527260813052,-1.0782043629576505,-0.1164691744524341,0.5456752309821763
e28d3a2,2.0045375502343625,-2.167172481339982,-0.2172483059022584,-2.29451698079992,0.3831068284152066,0.41477793566595045,-0.2322540908327937,-1.0792256090503605,-0.1281077632876366,0.5431818105394903
6b62d204,2.004727927516832,-2.1674829099423327,-0.2189626230664944,-2.2916342977662914,0.3836686037982684,0.40680253286745083,-0.23551686874663702,-1.0818430515030206,-0.12525253204190193,0.5430716695181319
1456cb5e,2.0039943891099834,-2.165912073106033,-0.21963017298824775,-2.290348981513071,0.3823420601314487,0.41517929178452334,-0.23694370989236194,-1.0837464691371648,-0.12568692375742496,0.5377471039006532
385604ce,2.004625657928934,-2.1667820854192947,-0.21611368956777438,-2.2919218751238333,0.3810822596449024,0.4152212727342867,-0.23253492228017117,-1.0780679831759958,-0.12325702321987468,0.5440724390322159
2bcbec04,2.004957654207412,-2.1644923854101688,-0.2180720237267704,-2.2934982857714368,0.3840474305486681,0.40926828697223844,-0.2362466336932123,-1.0793452049002799,-0.12437667916327173,0.5450961780992934
534ff6a8,2.004271554280759,-2.165574340456536,-0.21849292203538231,-2.291108899224795,0.38255115098491355,0.4118184650529146,-0.2362568152156432,-1.0832387138922919,-0.12464194294140342,0.5421158696569738
588d4f76,2.0043581685825744,-2.168803192263056,-0.21518100192937342,-2.2903292509028015,0.37999712620223547,0.4056551723211441,-0.24278956978615623,-1.0869516215496977,-0.1196960140584003,0.5425541462086351
2b7012b9,2.0038992228483035,-2.1660501953747024,-0.21791433587612585,-2.2907914168658277,0.38384888506461784,0.4117020696825136,-0.23530381523359273,-1.082327497927421,-0.12362185450061214,0.5429434364828613
61e0009e,2.0040746873515873,-2.166148784966376,-0.21784039714303974,-2.29107135810952,0.3835587059761197,0.4117327971441281,-0.23406290672583724,-1.083265623650191,-0.12327920221959449,0.5443044096818919
1dd7c6fb,2.0040269853582524,-2.1662805081116807,-0.21763343211215808,-2.292119949839977,0.38175562633132415,0.4106690151525591,-0.23609707759551457,-1.0825308345114733,-0.12325090464863375,0.5458065037550818
a675527,2.004777836514388,-2.1667802961574814,-0.21474146590322862,-2.289842996899643,0.38305912516808094,0.4098658422960595,-0.23338340955440545,-1.0792591791459298,-0.12773512229463066,0.5424653221002864
293d5a3a,2.0042453705655277,-2.1670343801130607,-0.217592448388749,-2.2928183880551463,0.3813229497792782,0.41497774965779877,-0.2328711644187827,-1.079501343982664,-0.12457110785067996,0.5436620784199618
47e9e962,2.004448431234352,-2.1672377991313607,-0.21772997523363602,-2.2927638393336975,0.38389475261685707,0.4084006842436315,-0.2358808643212206,-1.084578536505213,-0.12535054670421625,0.5434558953185139
1e1e8ba4,2.004001717869629,-2.16751427822891,-0.21861298028434797,-2.2916600920782635,0.3824393990376416,0.4098025307853765,-0.23583466741214756,-1.0840823926507444,-0.12115393912200526,0.5497234080941616
79ba04be,2.004001717869629,-2.16751427822891,-0.21861298028434797,-2.2916600920782635,0.3824393990376416,0.4098025307853765,-0.23583466741214756,-1.0840823926507444,-0.12115393912200526,0.5497234080941616
3fc9f4f6,2.0034939535961427,-2.16620283040065,-0.2174043406361686,-2.293411043146987,0.38126363630610327,0.4072507102486177,-0.2344695249543796,-1.0749902452474918,-0.12792629736335737,0.5480398627596679
431162b8,2.0040857908957697,-2.1675229898007418,-0.21815810238844696,-2.291395134039421,0.38326365766622533,0.40856293267058524,-0.2367312936522015,-1.0850673196719036,-0.12316354043100392,0.5405065854364731
7c160102,2.00445256831427,-2.1658057964696966,-0.21846242595065676,-2.291207440211319,0.3822498922215582,0.41121495502273997,-0.23472521200592444,-1.0829013861604966,-0.12424031498516189,0.5439125281356073
77aa49ea,2.003783080195357,-2.1647742108537895,-0.2169242752934489,-2.293420780313246,0.381003347442548,0.4081882724031164,-0.22681825650088483,-1.0844784988440832,-0.11954388180061654,0.5370647182840257
1e033a0f,2.0044542676113335,-2.1677914838838435,-0.21816385703616678,-2.2944915288665064,0.38319912537124334,0.41102893847041927,-0.23615459690172466,-1.0886945119300775,-0.12419189135214936,0.5482376194265247
79e8719e,2.004776330085193,-2.168074682292949,-0.217949337048804,-2.295546524863501,0.3814163410445088,0.41017145436393015,-0.23322234083299165,-1.094547837066337,-0.12329612595304404,0.5486552209095316
54baa85c,2.0039990282984963,-2.168492586956537,-0.2187589449705081,-2.2947776256004664,0.38438830258002854,0.4102942442544394,-0.23032659292625396,-1.0910739874993693,-0.125528065890852,0.5487184635825705
10ba9ad3,0.6257575409813104,-3.15858521162514,0.1930105661029298,-1.3951326898109893,-1.1305140445352526,1.0884071142566492,-0.33974172298069355,-0.8124933292078474,0.4728764488894058,0.13014600505583593
1a41ae9c,0.6260281828838878,-3.158942204030175,0.19299361649285007,-1.3959982053185178,-1.1302689927611418,1.0900830283061163,-0.34062829789139826,-0.8128013068750619,0.4797167650498724,0.12860139317410763
5a0c0ce7,0.630761594763722,-3.150518361720359,0.17428366315779523,-1.389057888193313,-1.145535896207456,1.1023208736641799,-0.3446540697826343,-0.8307015344124357,0.4390495360962949,0.1170086301732596
144dc997,0.6255614096561596,-3.1583258144091397,0.19186876514709117,-1.394621927524896,-1.1294375925532087,1.0929318684878822,-0.34182881030522394,-0.8175963330972608,0.4784706497778727,0.12045169278352498
69ae53f0,0.626216148331275,-3.159980459849399,0.19265032688278233,-1.397596148914785,-1.1322657780833878,1.090949606587853,-0.34115154079437954,-0.8181599490087553,0.4737919730129793,0.1308812303629194
2fa5ac1d,0.622653371030733,-3.154419327139962,0.19477099829281,-1.408026678067726,-1.1487493715463315,1.0754476694701887,-0.2824733840068896,-0.8476947989086735,0.49280324213323157,0.09099850318034153
34dcaf38,0.6255285272839906,-3.1612266292418756,0.19303916810022,-1.39679574944374,-1.1341137773472965,1.0913352267047012,-0.3410437340225142,-0.8129302670448835,0.47623164546548413,0.13211524591504445
33f3ac8a,0.6274200206782363,-3.160012333401328,0.19400159982317575,-1.395059278320069,-1.1335063041008748,1.0920682841905873,-0.339289325658208,-0.808766916938564,0.4865235334514373,0.13449033739660704
262e16ab,1.2260900092905735,-2.539014733963778,0.3056424028909846,-0.6608345889966402,-1.4759092099845414,1.1416581297409585,-0.2504896008245136,-0.12604898116338178,1.3740319921917317,-0.04124549333256333
2711b95c,0.6419788629163726,-3.416857517543979,0.24910358096176557,-1.8239430017334721,-1.5427882283274101,2.3296631617962134,0.2733147537810616,0.2993755012408831,0.0943457271985111,-0.044031073575112885
b608e14,0.6397558683166295,-3.3723599578560406,0.2443962787052453,-1.748122022022976,-1.4645357831940262,2.0953499373084217,0.14363957621043127,0.07180919980398742,0.1725965309422931,-0.012973486775703988
1b7d9894,0.6266433979250302,-3.1533027488835623,0.19073220267481725,-1.3885418900533344,-1.1250516690241454,1.0763677609399844,-0.33377714801182545,-0.7926457877986075,0.48664712780547514,0.14920718880715547
74c9e7a9,0.6265699689075362,-3.1579951912099307,0.18424236063847202,-1.3914535037808622,-1.1358514870474399,1.0832438254198062,-0.33025015478001674,-0.8252321074194774,0.46124789439354996,0.12890765531878157
29f24215,0.6273583525646079,-3.1582416517151413,0.1832013852489127,-1.3933863983806083,-1.136008905218553,1.0841697101342895,-0.33109514005851093,-0.8295962253465069,0.45842990752960056,0.1290782386536388
10cc7d61,0.6265916606689816,-3.159344492625127,0.18419842236819173,-1.3923908272976473,-1.137485503799967,1.083953089208205,-0.3316873719342342,-0.8283640294595631,0.4636753764983797,0.12945240330225935
f219973,0.6263890865138428,-3.1530246568926246,0.1849608596681701,-1.3881491475831678,-1.1315318444433162,1.0845774609371177,-0.32931211127597554,-0.8142173078845855,0.45388054615946966,0.13362594745546688
b6abf24,0.6245892184680878,-3.1535659741233784,0.1907999647467225,-1.3889058835717132,-1.1205592428879918,1.0785483824856645,-0.34636056471801435,-0.7993046970568044,0.46024566678699214,0.1224309184477443
cf63408,0.6247804173504503,-3.151505145799079,0.19289793224698779,-1.3895117182716277,-1.121975757029321,1.077137769665536,-0.3380310202432418,-0.7949655735833489,0.46384314325341286,0.1256872326872599
