strain,umap_x,umap_y
12c36680,7.894449,4.7996416
1e1e07e1,12.455541,2.2497847
66f3936d,8.0674,4.7382216
575fb859,12.470196,2.3393173
38a8c10e,7.726149,4.623152
7c733692,19.281782,13.891562
4b57380c,7.5671163,4.8296
31481619,12.413767,2.168715
30b92a61,12.408011,2.2669208
2952121a,7.8522205,4.4249806
5e11bef1,21.854254,5.323583
7c03b691,7.9381533,4.434617
210948c,19.054636,13.533986
5a15ca61,7.5798635,4.8189373
3e8b8eaf,18.87804,13.6190405
1924327d,18.74443,13.194447
58ab1b05,10.816672,4.4768043
d23772,10.824189,4.503012
13485329,10.993031,4.463498
7813d35b,10.863823,4.562658
20d661c7,10.875241,4.5990834
564dc137,10.989893,4.4888406
46c762bb,14.103283,4.7459936
18bb959,13.619732,5.1117334
5161d8a2,10.817543,4.6256104
57777fed,10.787071,4.64335
2c6243f0,10.977878,4.452623
24418111,10.832119,4.593563
659c400e,10.919678,4.533191
2720107c,10.87881,4.567011
5dd835d9,10.932462,4.4983363
3dfeab42,10.83605,4.4840865
45eef826,10.875772,4.5752378
79f2753e,10.96618,4.5152974
7d5e130a,10.81254,4.4503036
2ed3692b,10.993221,4.4323254
7c6d2311,19.221077,14.035788
3744b72b,13.188493,6.1012325
62edbf25,18.733608,13.664698
6d3c5c2d,19.268917,13.455827
4ab03709,18.687408,13.47472
31926757,18.715345,13.823052
109bc7d6,18.605537,13.560553
6891103b,18.685951,13.46039
41139003,18.604467,13.187732
7a5746bf,18.850088,13.699212
6225fa4f,18.808067,13.77535
637a8c7d,19.189291,13.769258
44550f55,18.923368,13.415136
17d1be15,19.04939,13.954131
22c25c7,18.74296,13.9098215
483b293c,18.698006,13.598476
56b832e9,19.19191,13.792628
1d39bceb,18.67726,13.85643
4a37f62b,18.978481,13.50024
26077b4e,18.885195,13.898675
640dba5a,19.24265,13.522075
56468dba,19.067413,13.763895
729e8f31,18.629065,13.717824
29deb93f,18.966398,13.434619
25d03f75,18.9648,13.940371
5115c460,18.666418,13.593382
32fa5eed,19.442726,13.781134
2987daac,18.780706,13.602393
b0a9dad,18.851496,14.0146885
22642ba6,19.141085,13.59618
1f3297a6,18.933922,13.530668
12f8aa3f,19.005816,13.858713
5be28fa9,18.859024,13.775549
7080f5f6,19.182608,13.958231
77d49847,18.896608,13.269584
519bedd5,19.255222,13.754035
34806614,18.64598,13.762016
4caa2c71,19.389442,13.857002
2ff1757c,19.041986,13.994002
1337ad7b,19.147392,13.953203
1ea5dd6b,19.13504,13.9240265
5e3870c0,19.171227,13.986855
20421f23,19.13118,13.82632
2b3a2d4,18.955097,14.090376
3a8da88a,19.031706,13.761626
67165a05,19.309103,13.746697
5737035e,18.96649,13.960929
1c154f08,19.22426,13.9365015
bbb592e,19.22748,13.681742
981fdf,19.318289,13.680745
4dc8b8e6,19.106834,13.4684
6ea05bf2,19.23756,13.541138
3273f0dc,19.031708,13.713495
2f615c6e,18.773615,13.823545
220f6512,19.19657,14.095198
4a5e20bb,18.945253,13.623724
5b648174,18.770916,13.759147
3bddd00f,18.890831,13.390928
341602c5,19.2811,13.568993
3cfdaa4,18.833202,13.57334
4aa238d9,18.92193,14.027793
35d6dd01,19.01248,13.713991
9538607,19.008297,13.466402
128adf62,19.283283,13.794476
545af03e,13.196248,6.1886044
655007f2,18.819292,13.953054
6075e817,13.111707,6.1865387
75c8403a,19.053312,13.250432
1c51a8bc,13.144846,6.1435223
2a01eaa9,21.648966,5.511789
5065bac3,19.386347,13.636379
348c0086,21.854053,5.0222836
1a9e3a9c,19.1813,13.831208
6d196f83,19.145588,13.624628
62bf7bf0,16.0771,4.1719537
5983e787,8.061167,4.9868994
4b86afd0,12.494866,2.1538603
36b4ed5f,18.904243,13.464958
5c619f4d,13.203711,6.2147117
a95d7aa,21.575516,5.3676763
a9d48b6,21.754492,5.220982
11d846de,21.98978,5.4213247
ec997a7,21.73988,5.439641
befdf6e,21.879303,5.367443
53f036cd,21.820614,5.417842
15808e13,21.459038,5.22772
14e13b09,21.93195,5.2361407
4d57613d,21.675104,5.7035007
4c4c77c6,21.667067,5.287371
64ad1b34,21.81081,5.5331354
10f9351a,21.482082,5.4934373
1ede284a,21.6153,5.3013253
2f966ba1,21.535223,5.50085
5419181,21.668894,5.401994
18e4650,21.566544,5.2243905
56826e8,21.609034,5.1117268
71730e91,21.482086,5.67321
75532f15,21.706104,5.6565433
407990a8,21.685406,5.575191
e86e7a7,21.92222,5.7429986
3d46b7b4,21.72786,5.486377
21f8416f,21.695421,5.4443226
43e08ef0,21.692997,5.2152643
fafc5a6,21.517073,5.399583
2ea4c371,21.717642,5.258326
2330a097,21.454231,5.789968
4246c71d,21.90218,5.691703
659230c4,21.540354,5.5769873
48eab64b,21.458109,5.407885
48c3e178,21.869427,5.7570896
10fdde40,21.51458,5.1525507
794ddf11,21.876146,5.6528096
67c2950a,21.86621,5.6987634
435943e8,16.161905,4.2010026
7741f508,21.944187,5.675587
29037e71,14.689161,-0.13208689
75fd5ece,14.784623,-0.2813555
1e5533f6,13.708271,-0.8523083
6ffc1b4a,13.931613,-0.7889794
a90c41a,21.963575,5.71089
6e26eea0,15.191849,0.06627126
519323b1,15.208092,4.307967
1cced53f,16.110083,4.1294193
5fe2029c,16.007206,4.3561172
5d74ce3a,15.884582,4.4452853
6cbff446,15.943994,4.26364
3818e989,15.862661,4.2118506
3e2b64a8,16.167639,4.4007277
30232145,16.051212,4.468046
4e87fb0c,15.85857,4.321929
6e4fd02e,16.092232,4.261784
5c7f5af5,15.969847,4.3896832
4afd8de6,15.876654,4.31266
57327e1c,16.13348,4.49407
4db597e3,16.010605,4.376252
4f9cf0cc,16.094048,4.1414
5c632c0e,16.002443,4.5052805
21be2e8,15.471288,4.27781
35332c4d,11.64206,0.911957
3bbad152,16.025026,4.437201
74d8cbf1,15.937339,4.515863
570b4488,11.655606,0.78973544
216b5556,11.735203,0.83484083
7a1a444a,8.057986,4.9894366
64c78f74,13.07062,6.1546993
65a8ce59,19.326393,13.750779
144e1617,12.97768,6.2152534
a0624a,20.564594,-1.0699763
5f7f9883,9.1090355,-13.942856
86b0fa9,11.946412,-11.681752
39e1d4ca,21.876995,5.524992
3993c9ca,15.812109,4.4456096
6040280e,11.73423,0.8743192
374c80d,11.188735,0.7836363
1d94d794,11.76757,0.8544391
69303fa5,11.741359,0.9363582
3bc66359,11.743157,0.89995474
39b3527e,11.693196,0.8783713
34aae631,11.687251,0.82491064
3e8dc2e3,11.719134,0.84608525
5d6e1661,11.646569,0.8726281
16f716c7,11.207553,0.6215957
5ffa5142,14.040436,-1.8640935
2f616a2,13.982726,-1.8430858
233fd902,13.889749,-1.6952003
8a49862,13.948135,-1.7093772
58803bb,13.974193,-1.7425573
39095a89,13.869245,-1.8086437
a311df,9.141728,-13.906702
6b9d1bb0,9.208061,-13.856702
195ee7b6,11.572456,-11.832556
58dc23f4,9.21635,-13.832747
7e454fb6,9.207012,-13.849991
5b962d58,13.359356,-0.6245775
12bec253,14.759062,-0.16835377
4bd932b1,14.812045,-0.11576329
4b379a92,14.618362,-0.13758829
6978744f,14.65724,-0.11384365
1a506400,12.454999,2.2538576
1f500045,12.390797,2.266665
29e5a88,12.469391,2.2547207
2db4c663,18.7487,13.686675
4267680d,19.041979,13.643048
6249d024,18.881817,13.4284935
67157d20,18.991552,13.834265
63a277bb,19.343147,13.535102
56d057ce,19.34001,13.864116
303940fc,19.161114,13.549742
3833afe0,18.885015,13.604006
4f2da4d1,19.263401,13.81787
5635e516,19.272411,13.62545
d429506,19.069908,13.262757
1f3a83f7,19.49722,13.614089
61886563,19.318499,13.3162985
99b6313,19.03631,13.714664
3fdd732b,19.319963,13.664575
5c6f5417,19.363754,13.567754
520448be,19.374445,13.68465
1935402c,19.206913,13.596804
7052b9a1,19.102219,13.495249
30a83f10,19.038542,13.682867
1f65f836,19.052786,13.352566
6a2882bd,19.18231,13.304142
54a521c5,11.855048,9.920635
17eb8587,18.957142,13.584054
55e34bbd,18.879072,13.809539
2488ee17,19.14268,13.232582
7b96f88d,19.304571,13.515898
196b8178,19.198092,13.342141
7cafaade,19.019148,13.454394
58db38ce,19.311863,13.3340645
6e967106,19.351347,13.3785515
743ead09,18.872166,13.789192
409ff7fc,19.306917,13.250071
289ae1b6,18.937777,13.284671
67c82bd4,19.15966,13.558065
54d713c2,19.289673,13.726267
2faa05aa,19.413576,13.697861
54fc9ca3,19.34305,13.559323
cc34734,19.2222,13.455421
10ef5572,19.434633,13.81505
6b43d66b,19.180922,13.421921
6d10a5e6,19.046133,13.535326
3d22bda5,19.292181,13.382128
16e5bfa6,19.258558,13.54707
5c0f83e2,19.168068,13.821892
41590ed8,18.970245,13.451994
2b354c4b,19.29482,13.469846
7f496bb0,18.650223,13.471069
a52b574,19.242128,13.79078
5c849200,19.168169,13.908098
529d233c,19.04739,13.217032
783e9564,19.11247,13.43458
22fd0155,18.964664,13.42598
2f1db613,19.069056,13.322545
753650f6,18.929094,13.229754
7716fe0f,19.288097,13.3271885
2dea1e72,18.98187,13.409515
e9faa65,18.970072,13.635797
6c65f82f,19.091015,13.517429
6b2284c7,19.132751,13.744281
642c96c6,19.05822,13.547801
4097020,19.117601,13.443918
2dba4887,18.866457,13.203319
11a5c9b,18.805403,13.732352
5f85e73,18.906593,13.273872
6d032d19,18.646585,13.289387
7ff7518d,19.082716,13.318472
59e590c2,19.228655,13.218879
46ed5f3a,19.328419,13.368992
45454ec3,18.81737,13.263194
3461a9cb,19.050005,13.29276
7f587797,18.959822,13.25726
59787a9c,18.718985,13.507961
65f33a67,18.695717,13.3029375
22e7fb1d,19.072598,13.185582
f0a1b95,18.822523,13.560663
15f94501,19.042414,13.631583
6fd0902e,18.951468,13.313087
459b2ffe,18.73656,13.501211
3a1e4bb8,18.915031,13.35271
e40f9c2,18.757912,13.363497
34132562,19.354143,13.402906
60a4d715,19.013025,13.271881
70db5d92,19.324722,13.385565
205c246e,18.686697,13.374952
5ca70623,18.93174,13.861975
2753eb86,18.760416,13.590346
2eb3361f,18.780216,13.477073
1523990d,18.808924,13.373799
78aaac0b,18.489115,13.701837
683281df,18.843977,13.473733
744790ca,19.150164,13.826405
11b84400,18.694145,13.679037
12d330aa,19.360691,13.36786
3f11801c,19.047436,13.250324
141b9ce4,19.1509,13.421618
48d0d7e0,18.738031,13.916665
50b2b789,18.714428,13.475041
3b42a946,19.232914,13.661573
4b29907e,18.914297,13.424826
50721c17,18.901924,13.613318
59a86404,18.909538,13.617757
78cace82,18.717709,13.616775
3682072d,18.993698,13.65403
69dedaeb,18.806223,13.591602
5d6c9cd2,18.841415,13.632988
3bff6e05,18.887432,13.44042
1358ce96,19.006771,13.71664
2227139a,18.901934,13.8447895
7e77cff2,19.058151,13.941699
45724b1a,19.037514,13.850818
386a3448,13.157772,6.305851
18361922,18.599041,13.946567
71875691,18.78433,13.743622
2b589608,13.078604,6.071102
6f020979,18.77789,13.907346
6dd8f1c,12.460518,6.5505157
3bb54fca,18.705729,13.974073
63a35085,12.454135,6.460451
29f7f008,12.407945,6.360292
643c739e,12.332848,6.247078
470937cb,12.465002,6.324504
6a1b6f35,12.482267,6.3355813
4751f754,12.43803,6.3514824
6533aef1,12.527757,6.514105
3c3f69ce,12.464507,6.363467
7b809093,12.332222,6.294577
44cc2b12,12.366317,6.396615
2df2aca8,12.434689,6.375504
7a00c602,18.915653,14.0349865
69c56da1,12.966975,6.250042
792474a0,13.130955,6.245948
21cf569f,13.091787,6.2587647
3e57886b,13.123185,6.146899
3d82b21e,13.0474,6.2120843
7c09e799,18.98389,14.005622
790685f0,12.416242,6.4273205
6493e24b,13.054024,6.1510487
56fd3026,13.178951,6.2211847
e7d8a17,18.60792,13.835881
489e630,12.954383,6.618703
176de959,12.440603,6.3776455
44dfd92f,12.525529,6.442684
3f56f00b,12.505927,6.2993193
57d0ed37,12.255133,6.3771725
785d38ad,12.2917185,6.4266143
8eca415,12.372972,6.3213673
1aaf1ec1,12.326825,6.2853637
10518657,12.347931,6.366671
6043a16c,12.499473,6.2468853
fe5287,12.41259,6.4615574
eea600,12.328922,6.3437543
45805c1c,12.384881,6.347875
785951aa,12.27791,6.313199
326a67cf,12.280586,6.2846255
14509175,12.997443,6.600674
58d6a0b3,18.743528,13.827933
4b547605,12.89396,6.3017216
3eeccb08,12.956513,6.280392
25a2f8f8,13.033383,6.19603
31937b57,18.649948,13.708618
53dcc038,13.104248,6.1591
1f0f05c4,19.09671,13.718999
66500ecc,12.960776,6.147064
a36f740,13.100611,6.3089976
4d727de4,13.046211,6.152275
9a2ac5b,12.946074,6.0729847
186aeaba,12.729721,6.50972
205b1061,13.394558,6.9038396
6e1dcdb,13.250815,6.2788057
330b3413,13.094774,6.631267
754e81ae,11.523333,9.679911
219ca0c3,12.492484,7.922355
465c7432,12.332995,8.172549
5740d57e,12.2114105,8.39696
36f9ae9b,13.247634,6.002918
776c2f94,13.266106,6.056479
6e2397d7,18.74707,13.913174
112aface,13.145521,7.191833
36e41eb0,12.80231,7.1738367
69886ed,13.196539,7.1922836
373cfd7,12.988864,6.6237926
6d035004,11.145586,0.65282404
510e7dc7,11.771656,0.8609168
1d9c8ac8,12.336246,2.1997223
50f9f493,14.684615,-0.17008694
40bafcf8,21.655993,5.7438645
c7819e9,15.494016,-0.5153785
284a17ec,15.477206,-0.27768105
366f542d,15.407395,-0.40737116
5d30da7,15.487232,-0.49664745
2bb33739,8.050575,4.798989
1945bd75,15.361937,-0.3533737
1a0b272f,15.336022,-0.25144216
508852a,15.429617,-0.3749616
329fefcd,15.33871,-0.44893375
a671829,15.4614,-0.4552028
34f9e1f,15.289207,-0.601035
4491eb1,15.368368,-0.4183983
3c6f8f5f,15.301603,-0.39631507
4b34ce55,15.284018,-0.35216716
3cc13a72,15.432928,-0.5734355
6401c821,15.410651,-0.39174366
5ebe1c53,15.381649,-0.33388054
64573517,15.498215,-0.50390965
5e4c460,15.327276,-0.4697183
4c221fad,15.47913,-0.2363337
511ec19c,15.463839,-0.37947482
55b26a1c,13.162419,-0.4643999
62d4c71c,13.174875,-0.4786384
76fbf18c,13.187074,-0.46965912
3d7d3f5d,13.118085,-0.5058281
41176f18,13.139511,-0.49213037
3f256eb7,10.473671,0.25196937
76679d1a,10.496939,0.40929884
3af61d83,13.010981,-0.33605728
3f20065f,10.2498,0.40287346
7384fe0f,10.337694,0.42635125
563d28ff,10.389821,0.41334036
76101664,10.43577,0.3859462
1a839b1e,10.423382,0.38494107
37341ace,13.062572,-0.44205305
59423108,10.550395,0.31720805
3c690ae8,10.53735,0.29223302
220b3a7e,10.542574,0.24845247
67ef9509,10.436759,0.4086831
df38c1b,10.659513,0.20945829
24ec0bc3,10.554869,0.38915414
50bb1b48,10.47309,0.2992597
434de7ab,10.519549,0.3027418
6a31fbe4,10.53293,0.41617706
1ac68826,10.412428,0.39810595
5d82b133,7.7448688,1.2064005
548ad987,7.7134194,1.1981412
4f5665b,7.7917323,1.1230373
667e2e51,7.7609253,1.1603845
4c4700f4,7.7254963,1.1512719
9f0b011,7.7634177,1.2124181
306a0502,7.705911,1.219466
12bbc164,7.6955156,1.2241211
510e9d03,7.6132007,1.2425172
7ad9eac3,7.696643,1.212595
72d16ced,7.6940703,1.1806723
189ed1f2,7.611106,1.2991203
2e1ec387,7.594027,1.3112849
7e750304,15.559555,-0.23796661
2fede3c8,10.447856,0.45087373
4d9a233b,7.8662252,1.0491598
2fd14510,13.160337,-0.5219014
3ecaf478,13.117279,-0.50153327
71cb25ae,13.040077,-0.36618176
670595f0,10.398418,0.38311166
64f53e0a,10.488071,0.25583744
2b2611ed,10.516011,0.35047305
61f935b9,10.477124,0.34656167
5beb49c2,7.746511,1.3357377
1cda1499,7.686153,1.192986
44a83374,7.6564775,1.2594875
7ea167c8,7.6035476,1.3167001
57d7f9be,7.6195283,1.3043295
45091e1f,7.6635056,1.255852
613e51ef,7.60368,1.3054522
40bb762c,7.6378345,1.221112
2208720b,7.623753,1.2913008
61c57d65,15.465472,-0.4974704
6eb2b838,15.297758,-0.45570737
698553df,15.446132,-0.41074657
32f5be9d,15.416121,-0.5009478
8ea5988,15.47112,-0.39340037
c8b13b3,21.436005,5.102314
4be4a8c3,15.386675,-0.41869187
4ee55919,7.7486424,1.1807785
5513a401,7.89855,0.9464361
6b30424a,8.526674,0.24410442
27f5f7d4,8.361259,0.27022392
4190142,8.319152,0.27763766
7d2a2209,8.36477,0.22193485
478d60e,8.320598,0.28229308
615646f3,8.39262,0.20063575
45f48ace,8.370584,0.25039056
41ac5f4a,8.255678,0.32246274
4a9418ab,8.295774,0.21547666
420145e0,8.375926,0.23412749
6b9eaee7,8.288383,0.20044497
1c083414,8.433717,0.3299924
741f6348,8.297718,0.17093946
17ce8bfd,8.033454,0.9969207
40278363,8.339989,0.26848012
26176db2,8.339275,0.14264163
63ff4ff2,8.0707,0.64757836
1e361612,8.088277,0.6602485
7cd50ea3,8.204751,0.41518468
84ae545,8.217892,0.60706145
5ea9f2c8,7.952346,1.1353619
132b5a39,13.074051,6.6292853
6cd338f3,13.604983,7.086986
144e2c62,13.600349,7.1023664
cf4428f,13.56985,7.105836
29ef19d3,13.612369,7.1429567
67ac24a1,13.635889,7.128397
1aeba2b0,13.564101,7.079899
1c5b6048,13.575579,7.1232634
61d3742d,13.543632,7.1495657
44def0ad,13.706238,7.025017
740a404b,9.143585,-13.80354
2a382867,18.851612,13.84554
7774508d,11.566449,9.70588
7c216353,11.67076,9.899271
31e0d7fb,11.551488,9.502044
3dd516d8,11.650468,9.622195
6d3329bb,11.670045,9.7629175
7be68a9,11.528257,9.457078
6820fe09,11.356954,9.711222
230c7741,11.588245,9.71054
64f24278,11.343931,9.889857
6f04dbc7,11.515196,9.776457
7a1b81b8,11.429976,9.563923
464d5093,11.410651,9.626202
2c867ee1,11.620339,9.704853
83d86e6,11.50407,9.668021
608e29d8,11.36714,9.749597
654991ce,11.460564,9.676111
19a1f3f,11.463741,9.590447
48babc28,11.465085,9.7313175
126ff223,11.471591,9.559285
300aee29,11.454922,9.511676
640e779,11.5763855,9.697557
33445681,11.67547,9.746033
7a188ada,11.41946,9.688574
5f33574a,11.540262,9.517712
401d66da,11.573438,9.48736
1ae0a49e,11.649105,9.598728
6d98887c,11.281808,9.695902
2fd7f184,11.5307,9.624684
771a9b29,11.576915,9.528748
7024cc4d,11.560552,9.690497
5a3ba1b6,11.475723,9.576406
7fbd7503,11.310101,9.474122
6300bacf,11.46614,9.59593
47cf124c,11.360653,9.639797
21a586d9,11.479043,9.646746
41ff65f9,11.605017,9.549325
ac9b932,11.382666,9.592799
26aec79c,12.47822,7.918141
5f1a4a69,11.680768,9.661122
73a88816,11.6179695,9.564908
216c3112,12.628522,7.932303
31bc8aa4,11.566467,9.634242
14e7406e,12.607615,7.8859463
67acc27c,11.510839,9.518234
3190aa2d,12.555374,7.9163013
3f433e5f,11.492244,9.596537
6fdf97b3,12.546782,7.9477086
1548be0f,11.74941,9.728679
71947534,12.29242,8.34212
55af2498,12.216607,8.461569
4efbc6f1,12.477609,8.039467
6c7f8e39,12.493615,8.022185
2567f285,12.624548,7.98283
418f47f1,12.638015,7.8931336
3095eaa9,12.452324,8.064938
281ea421,11.356606,9.720314
1fc2022a,11.405809,9.770598
2d02fbdf,11.6187935,9.804296
3ced0033,11.453856,9.5557995
44f329d,11.825876,9.743657
7f2b4f75,11.629815,9.939895
18c13d7e,11.351745,9.483417
1239dd8f,11.614331,9.562927
65a1600d,11.632848,9.734191
25add2ee,11.520607,9.719945
239246a7,11.525806,9.474251
572290f5,11.633956,9.476675
642111c3,11.342231,9.738029
24ec4b6f,11.513219,9.60571
5e8d5b7f,11.288945,9.434898
6dae336e,18.029957,23.968517
1e48da0e,17.476425,24.274282
47dbae6b,-1.6326872,24.867361
9799f14,11.47866,9.876439
7e30429a,17.458372,24.131271
4dc923,11.49085,9.619502
38370f5b,17.915842,24.18039
7a0c7a6f,11.404629,9.4406
e55b0d3,12.610205,7.846504
473b6543,17.2459,24.863491
68157a17,17.766113,23.901546
86fc219,17.475693,24.188175
89b0efb,17.486584,24.139032
3c0f7302,17.54731,24.401623
2a0c121b,17.879953,24.305958
97b38fb,18.223803,24.160864
15512bc7,17.501516,24.231339
6d13ffd6,17.822966,24.486929
14cbcf39,17.877113,24.586386
54809d6a,17.693188,23.90944
6cbb757d,17.7257,24.277006
7bd74807,18.057281,24.595871
772281ff,17.521818,24.461216
5879f775,17.454762,24.300264
6536038f,17.534286,24.151564
57fe37d6,17.594398,24.100462
24c1d61,17.597687,24.437218
35280059,17.900993,24.326143
78bef918,17.724623,24.415033
31e0930e,17.95387,24.376291
5a8b338,17.661016,24.340635
7b7500a9,17.456043,24.319405
8ad2ef1,17.996538,24.494846
6b4f99a9,17.923363,24.3674
4a5a1f9e,17.850292,23.929564
62ce5a32,17.754858,24.567978
4a3a6120,17.986858,24.029522
51ab3f5,17.661068,24.537298
35a66a7a,17.707056,24.590403
672aeb26,17.822752,24.566936
39cf01c6,17.922976,24.059746
6e907c65,17.707535,24.46376
5a3f37ac,17.602951,24.339252
7ef9acb9,17.602463,24.245071
246f63fa,17.612183,24.463411
4e250806,17.594738,24.427395
50c3c6f5,17.63326,24.32765
60ef6e0e,17.798548,24.573307
7d84cfa5,17.794958,24.454338
771879f1,17.643768,24.505316
5959d72,18.18716,24.445166
665a3e83,17.843422,24.540972
513df8a6,17.802397,24.406445
637ab4b3,17.670551,23.890852
509fb581,17.46089,24.242617
66afff40,17.783268,23.968771
199efdf7,17.878788,24.425375
3ed9a29,17.993683,23.996382
37978e8c,-1.6547182,25.52697
528e99cd,17.588003,24.49149
51d2b1e3,18.090687,24.155226
1344ccb0,17.456497,24.507837
470ba5db,17.788015,24.647566
92ae57,17.726809,24.547312
3fcae749,17.580614,24.423439
35bb8fa9,17.777477,24.01917
3fc79b5e,17.808128,24.076763
2e26b4ea,18.017822,24.475792
746d8fe9,17.76663,24.270273
112a0a14,17.745941,23.77692
1494e88c,18.055487,24.608568
4c590592,17.61067,24.58855
556844a,17.444956,24.19412
1f5aa850,17.542692,24.603092
60405b74,18.044989,24.171736
2290d712,17.896679,24.659655
4c04a55,17.610542,24.508615
eb459e5,17.716803,24.66455
7c614fa5,17.903261,24.720388
7d8e0760,17.636892,23.920677
24de772c,17.489595,24.24168
388e886d,18.093077,24.3696
b28a6e9,17.57521,24.129566
33c645b0,17.816185,24.586916
5b80c7e5,17.755503,23.958887
7e91da14,17.828695,24.582745
540441d7,17.704813,24.688307
7c428349,17.926317,24.491829
376b02e5,17.983038,24.302057
18b53928,17.728117,24.480001
373cfeb0,17.85527,24.534369
3ef805ff,17.557016,24.34326
74272045,18.05972,24.538433
534eebdf,17.491243,24.647488
209fe90d,17.956266,24.133793
4bd40860,17.993097,24.672949
6b039074,18.203876,24.599882
1d99409a,17.792934,24.596254
25eea6c2,17.81366,24.43818
2c44424,17.985134,24.280777
53ccc589,17.780107,24.368456
1889c4e1,17.562023,24.16898
53e146aa,17.626688,24.54778
7cef7cc7,17.822824,24.04016
75695ce6,18.021397,24.241575
76c6cf6d,18.080109,24.570831
5f5f3894,18.113363,24.256891
377a14f0,17.974354,24.282677
76107a76,18.371357,24.427263
74860276,17.6853,24.449219
2b304be6,17.93625,24.620337
f75d1a,18.291819,24.32456
3c96d77d,17.911898,24.593122
17af6163,18.083284,24.36213
75ee27b3,18.106478,24.530565
32b579b4,18.265923,24.318413
b440bae,18.129412,24.658962
76184b32,18.092112,24.231962
758ecd01,18.24132,24.497332
19c7aa84,18.126987,24.371012
21bdf26f,18.33401,24.335596
368d0581,18.155998,24.66503
5cd13ebf,18.052866,24.28995
51e7ef38,18.245945,24.46101
18230031,18.031963,23.931
1133b196,18.292202,24.46786
1cad3ce6,18.110792,24.1059
7e179eca,17.968647,24.663198
73f2154d,18.227287,24.245485
2b41e455,18.049149,24.022686
265ade41,18.239477,24.446362
4e89ed1b,17.679712,24.435848
7236adc2,18.187445,24.122562
4804d630,18.243456,24.11665
6b7c6251,17.83834,24.261059
74d34a51,17.420612,24.580622
757d9a72,17.886406,24.041544
59be7b89,18.008734,24.604473
70be3f95,17.728207,24.524254
6ce402b5,17.905869,24.233427
69f1ddb4,18.159134,24.373123
6a05a4a3,18.071327,24.245665
2f98d0f3,17.939054,24.015919
55fc358d,18.31278,24.385334
18b6831c,18.15411,24.429289
f3a59b0,17.864532,24.426085
29c099c8,18.074598,24.35607
a42daa,17.456877,24.129402
7d951c22,18.187716,24.3646
3c900a3e,18.262964,24.503733
373e2f95,17.970724,23.945927
5be9e12d,18.060692,24.197151
6c2ab5ea,17.792547,23.877083
6109f80d,17.89486,24.475462
9bca5b6,17.939972,24.477488
2b7ed651,18.35939,24.235126
6516cb1e,18.327278,24.25761
663122d,18.210371,24.132378
1bc38a90,18.291204,24.22263
3287872b,17.841145,24.471811
4d19607d,18.08047,24.179474
365ad39a,17.665613,24.650896
211194a9,18.19741,24.294779
2b97fa1b,18.220324,24.125332
29502958,18.21787,24.033102
46955f3e,18.179989,24.335274
76e3999a,18.10756,24.516804
7ecd35f4,17.941046,24.484045
1befa597,17.67056,24.215864
6ec7082f,18.221046,24.322733
7d44050d,18.276354,23.99101
17157357,18.311771,23.903313
7edae0f,18.294998,24.182934
578f77c,18.33308,24.265873
39545897,18.205507,24.392403
6541b10b,18.35883,24.163082
669a86da,18.354603,24.069307
681c1069,12.013158,20.270555
48cba3d5,18.176424,24.03206
765a6349,18.069302,24.088684
b54c3fd,16.09559,23.596008
7d2f1559,18.205069,24.008709
26688c9,12.192702,20.352638
24de6d7a,12.119378,20.369225
ccc1072,18.036444,23.989431
64333615,17.89793,24.90479
51b268b4,17.997084,24.63407
21514b6a,17.727404,23.931536
142fa4ab,17.651072,24.561596
2e306438,12.1542,20.433413
18922336,12.125776,20.395014
3a8b22f2,12.0324745,20.515696
7f5c8863,17.662455,24.311474
283d094e,18.061531,24.470467
3d750362,17.439404,24.304615
116ec172,17.512527,24.59007
4c8403d,17.938917,24.310978
3cebb8a7,17.794136,24.604902
527ceb64,17.285563,24.353336
6911db87,17.966518,24.558226
11c3aaac,17.761719,24.457136
83afee5,17.800165,24.762486
58878661,18.000792,24.414375
34e9dd58,18.337433,24.128069
7b78c657,18.11084,23.974953
62e178fb,18.379023,24.317074
5b399977,18.402653,23.977814
3761dc56,17.855906,24.046017
577daffe,17.529856,24.522816
28d05992,18.462915,24.080599
45696ae1,18.465965,24.18661
eeb28e0,18.082619,23.795322
2e58647b,18.29014,23.954796
2adee617,18.112883,23.865889
1c5fc8de,18.19998,23.850412
2ed9e286,18.200294,24.001415
f2048b1,17.914701,23.916265
1691b39b,18.213982,24.291683
785a5fa,18.265165,23.970173
27e63293,18.27724,24.065693
5665026a,18.089808,24.232386
13a8e46c,18.164757,24.537916
130bd777,17.674547,24.007845
77d95db9,18.007793,24.468658
546be34d,18.236353,23.891823
680c3d3b,17.530617,24.247946
125b896e,18.204632,23.849827
39cb1d3a,17.976469,24.06333
5f3344e7,18.246319,23.809113
6e46c642,17.919594,23.938171
a8280ae,18.086775,23.727316
551400fe,18.307312,24.429281
36c826e3,17.703062,24.603941
2cfe51d0,18.292152,23.808577
73a6d4b5,18.252993,24.006117
3e7eb304,18.072298,24.208597
279b048b,17.849697,24.314062
4b18843f,17.831497,23.831636
111bbaeb,17.734308,24.580519
3d36c27c,17.806168,23.88711
5229f790,18.008024,24.147606
7466020,17.92035,23.841515
7c589561,18.01811,23.745674
2f4dbe45,17.99109,24.03521
3724769f,17.901737,23.720951
46bd513a,17.738195,24.26284
3b544780,17.843357,23.96415
613ef2dd,17.875097,23.933159
1318667,18.06712,23.701397
235876f5,17.930212,23.58849
14de330f,18.20262,24.043781
